,std,std,std,std,std,std,std,std,std,std,mean_change,mean_change,mean_change,mean_change,mean_change,mean_change,std_change,std_change,std_change,std_change,std_change,std_change,ESG Score,Environmental Pillar Score,Social Pillar Score,Governance Pillar Score,mean-return,semi-variance (down),kurtosis,skew,VaR (95%)
,ESG Score,Environmental Pillar Score,Social Pillar Score,Governance Pillar Score,mean-return,semi-variance (down),kurtosis,skew,VaR (95%),"D(ESG, VaR)",ESG Score,Environmental Pillar Score,Social Pillar Score,Governance Pillar Score,semi-variance (down),VaR (95%),ESG Score,Environmental Pillar Score,Social Pillar Score,Governance Pillar Score,semi-variance (down),VaR (95%),2020.0,2020.0,2020.0,2020.0,2020.0,2020.0,2020.0,2020.0,2020.0
Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GME.N,1.1388529384756434,-0.42771029444543956,-0.4297302925114412,2.5541319181616817,-0.3421146020919817,-0.48974517146603547,0.3731648463729892,-0.09081909921744165,-0.25736294130357873,0.21621155234742317,-1.7369105315054212,-0.5982547879974677,-0.9082376906806786,-1.3225644542471218,-0.10384678923773305,0.4292071547032722,-1.7369105315054212,-0.5982547879974677,-0.9082376906806786,-1.3225644542471218,-0.10384678923773305,0.4292071547032722,-0.9975325300124174,-0.6874514284419314,-0.7854454058712309,-1.1463766767406969,0.21802892571649413,-0.5071664317616607,-1.5211611696366827,0.054001353008484534,0.7665029821298965
GMS.N,0.34135749774153146,-0.577391810346052,-0.1353983139426904,1.7208246853027138,-0.5022476233475858,-0.14203211405068228,2.8716330116276527,0.7400656190445142,-0.5233682912236393,0.5784248841123937,1.657869499220961,-0.5915070296569342,0.7184447111559864,1.952690957034697,0.6678533817496327,-0.14594867963342897,1.657869499220961,-0.5915070296569342,0.7184447111559864,1.952690957034697,0.6678533817496327,-0.14594867963342897,-1.5913639996169318,-0.9653929107350305,-1.4119186454003279,-1.3585323216839038,-0.23158460192453356,-0.6447135136213161,-1.280984510112535,-0.23597278508087688,0.6803101128856756
GNE.N,-1.046756090154663,-0.793622786498634,-0.9114089982555171,-1.1501443927202943,-0.896893603836644,-1.2319433736201042,-1.2182672395121683,-1.3518171448601366,-1.2451213885042833,1.570924163737203e-16,0.0,7.359405971351459e-17,0.0,0.0,-3.2562739179941535e-18,9.402122669462618e-18,0.0,7.359405971351459e-17,0.0,0.0,-3.2562739179941535e-18,9.402122669462618e-18,4.1320064191634945e-16,0.0,0.0,0.0,-3.831464757888703e-17,0.0,1.1417408438304152e-16,-6.2494835470297e-17,-9.307916120080616e-16
GNRC.N,-0.2511208257024502,-0.7518437777281735,-0.5913178285633616,0.7242772844343324,0.5502303225759748,-0.08913648402281527,-0.5805896268948396,0.6357605933398233,-0.016649620503099802,-0.14365302632647495,-0.16028283096147014,-0.48667267211527415,-0.5262950629647203,0.2486383035954385,-0.00978043703336527,0.4821860448038277,-0.16028283096147014,-0.48667267211527415,-0.5262950629647203,0.2486383035954385,-0.00978043703336527,0.4821860448038277,-0.9499738338953905,-1.311038623357591,-0.7274084227817053,0.22110643840402497,0.8474484265528103,0.21862415895127874,-0.9445570880190292,-0.476630278554621,0.27156317654712775
GNTX.OQ,-0.7833108627022606,-0.4538718636141117,-0.20312847128611214,-0.4071912301358495,-0.5083882367467998,0.07874786481104239,0.9759025105775653,0.436765542127106,-0.2961534763339056,0.08513838486407614,-0.7770843373789715,-0.677410705960956,-0.42982085733530184,-0.483139739341897,-0.009271988320772183,-0.18119897969566884,-0.7770843373789715,-0.677410705960956,-0.42982085733530184,-0.483139739341897,-0.009271988320772183,-0.18119897969566884,0.30208482303197015,0.020564514178045567,0.21666787308314642,1.0554299844069153,-0.269133519671236,-1.1596964794932925,-0.7354114792521601,0.5479097381754109,0.7728467212882828
GNTY.OQ,-0.14888957436389913,-0.7815461504216031,-0.44215873104048437,0.1985238671736429,4.2034093095232254,0.8187469443288045,2.986131561288304,3.120382958495985,1.0173893234616511,-1.267968456962288,0.3852263144724018,-0.47442169961539177,-0.21999850498355522,0.9468715217527692,1.948231949362501,-1.2880483387180293,0.3852263144724018,-0.47442169961539177,-0.21999850498355522,0.9468715217527692,1.948231949362501,-1.2880483387180293,-0.7990259220350393,-1.3364058165344124,-0.310219368511119,-1.1040239788206108,2.7723059351926156,0.9048103070944197,3.5230682050573248,3.470892016951158,-0.9044256742973072
GNW.N,-0.4532381942668743,-0.35063099746892534,-0.7786066683745542,-0.12130135262103797,-0.5498178112070394,-0.8245994001948295,-0.4482585961411897,-0.6280760652286663,-0.8058939500518818,-1.3620296750086032,0.024338064869979407,0.05652638633290756,-0.7528698730275871,0.4084999561817296,0.3877446170753383,-0.6361941116356877,0.024338064869979407,0.05652638633290756,-0.7528698730275871,0.4084999561817296,0.3877446170753383,-0.6361941116356877,0.4742496588743037,-0.3996979195499575,-0.19061198203321425,1.142179582605034,0.13811773377032024,-1.3874953095473443,-1.2844872401561183,0.06862936321447687,1.2441707105173259
GOCO.OQ,-0.31254017366110104,-0.791221272326291,-0.852273998440946,0.21569492849073627,0.7384865030414738,1.2635125924590909,1.8717118617363686,0.5812360541756832,1.8688825841486743,-1.3620296750086032,1.6230524297532134,-0.5585961438110804,-0.719970106687131,3.378891548363223,-2.442549472879285,3.716459749100076,1.6230524297532134,-0.5585961438110804,-0.719970106687131,3.378891548363223,-2.442549472879285,3.716459749100076,-1.7190902731010738,-1.2573155270310412,-1.2509565948030905,-2.0713223480870737,0.3750300345281933,-2.2525696802096236,2.2716667229209273,2.638944588655285,2.0554068845336113
GOLF.N,1.960954256112886,3.3311886388687397,2.2975901312604257,-0.14891051364719368,-0.2796046950308033,0.4916283547154066,0.11590420965909819,-0.3971781855212145,0.2918627924550955,1.1206820786749032,0.5959998781428999,1.5331516721992122,0.5908205197278731,-0.16962178942579612,0.029318089445014912,-0.31673651151064863,0.5959998781428999,1.5331516721992122,0.5908205197278731,-0.16962178942579612,0.029318089445014912,-0.31673651151064863,0.47023306391377556,1.3768364436698288,0.8522427323603904,-0.8892270572088355,-0.5659073518804535,-0.34756743967214826,-0.5924553153560855,-0.5185342483190849,0.12097051379577253
GOOD.OQ,-0.795739738684954,-0.7614369031287391,-0.7640607765919443,-0.5116407913041732,-0.460077362257043,-0.3720523966832925,0.17861531142207673,-0.6688026933321516,-0.31047758094009464,-1.3240724431307276,-0.08197932791332063,-0.768281079122328,-0.7955136580214648,1.6489101937527169,-0.07075116809624533,0.08907738679046108,-0.08197932791332063,-0.768281079122328,-0.7955136580214648,1.6489101937527169,-0.07075116809624533,0.08907738679046108,-2.1635827692968754,-1.2755316429895471,-1.3884051111277516,-2.4575456211308486,0.17858239780077845,-0.9584968988886874,-1.082405323198284,-0.11851418174958235,0.9423124427947471
GOOGL.OQ,0.02888594634797216,-0.6038691357680231,0.8796682375826707,0.8967125253138257,0.12249173690702099,-0.7092365004801436,-0.18857248376298236,0.28322586718179377,-0.4810442436271877,-0.32840173875354534,-0.23920071573871318,-0.5527217051507869,-0.43631418977617864,0.16647526413569544,-0.27344594900736696,0.19976349335591453,-0.23920071573871318,-0.5527217051507869,-0.43631418977617864,0.16647526413569544,-0.27344594900736696,0.19976349335591453,1.6109580924356337,1.7790323252551723,1.4065428804586195,0.9549799654177049,-1.5042411277026972,0.3399288180471483,-0.12065008204967853,1.1515000631416907,-0.7657637187653356
GORO.A,-0.45443733043207907,-0.5941387895175237,-0.8793295684764829,0.9274872413555195,-0.8119834886469539,-0.7234575993149419,-0.9744983842375201,-1.189064412739014,-0.965646945571802,-1.3620296750086032,-1.9895110180607802,-0.22665739878637173,-0.48236027820064625,-2.5892445204872425,0.786665412886597,-0.3126051267291489,-1.9895110180607802,-0.22665739878637173,-0.48236027820064625,-2.5892445204872425,0.786665412886597,-0.3126051267291489,-1.2119780666212643,-0.6305695505086228,-1.2437154164389086,-0.8179906340124282,-0.8629900716175624,0.33132586637288197,-0.4805475692689693,-0.2650778766992961,-0.6693965173474167
GPC.N,0.557775235596121,0.16684381071786067,1.3192660179739288,-0.5615250480262829,0.2669042336488518,1.1633194224535308,1.7532710140826302,1.4566140250701345,0.5715079981969349,0.6898594250922617,0.353126987844347,-0.2704248273984495,1.5052059626596013,-0.3064019067240459,-1.2746601538714875,0.6138098055037347,0.353126987844347,-0.2704248273984495,1.5052059626596013,-0.3064019067240459,-1.2746601538714875,0.6138098055037347,-0.043575845756764243,0.01248264069671898,-0.29167423336534604,0.6739992634599188,0.3029078039435258,1.6158261553114062,2.2329701576311938,-2.0290788027804374,-1.112062917087796
GPI.N,0.56865609028159,2.383072656710725,-0.6777890863683592,0.37565048670365875,-0.5629925484233328,-0.6678826115843024,-0.5185689994841688,0.09904104793016101,-0.47408043847383974,-0.6991646347059759,0.18144486536709423,3.7756261375593922,-0.8179510907947996,-0.020755641675056998,0.1803970330376313,-0.16902638056113,0.18144486536709423,3.7756261375593922,-0.8179510907947996,-0.020755641675056998,0.1803970330376313,-0.16902638056113,-0.3114919285278934,-1.3431333151171634,-0.6379428212977509,0.645417728290439,-0.06441569451271265,-1.2919788291078296,-1.0836289506794052,0.2695630482358683,0.94389103900264
GPK.N,0.05930516664133732,0.6090590893565273,-0.5046283611423467,0.49586674371523226,-0.0895357238017933,3.891136563924133,2.283510558192592,1.8978006510096337,2.637711207571664,2.7946902703714116,-0.21020613911117475,-0.33676661356719506,-0.8304307091055182,0.2024671015279993,-2.8386504851100773,1.7836845861440587,-0.21020613911117475,-0.33676661356719506,-0.8304307091055182,0.2024671015279993,-2.8386504851100773,1.7836845861440587,0.9386166264820565,1.5132074106807092,-0.3295170497802932,1.6208014030845297,-1.3900145110324826,2.4671252671588677,3.0348333827874105,-2.219711876757013,-2.1074025769570914
GPOR.N,0.635825480992206,-0.061866260185712146,1.1515087338229533,-0.1813837412558655,-0.2921780304644921,1.6100452148094595,1.9835370886148884,1.6221759499433792,0.8961117791367221,0.5254707521902539,0.7255780880928652,-0.21797839747608824,1.8070209233742072,-0.04067739608555419,-1.5443011917774878,0.9894954195438622,0.7255780880928652,-0.21797839747608824,1.8070209233742072,-0.04067739608555419,-1.5443011917774878,0.9894954195438622,-0.5914427008714539,-0.32789278165377544,-0.7163109529792693,0.04082796552741953,-0.11635962111502611,1.633549231471101,2.5062205884841395,-2.019934924309402,-1.5760269235819988
GPRE.OQ,3.0282752780381976,1.802704390577957,5.624455084532516,1.1039447649385699,0.4297095142169152,-0.1078494795264193,0.8337788235751625,0.9279452863358019,-0.49745286643189346,-0.08822346491175233,1.3398024049406219,0.12875556889390036,2.306539792813723,0.34818196209919267,-0.02959052478908564,-0.10323386235827088,1.3398024049406219,0.12875556889390036,2.306539792813723,0.34818196209919267,-0.02959052478908564,-0.10323386235827088,0.8564436264193601,0.885343329016613,1.6113905026384936,0.017660470805021013,1.2651683342006756,0.5417157375737361,-0.36004070675254907,-0.523094500125009,-0.2017257097326272
GPRO.OQ,-0.45944098835428526,-0.7096707442316805,-0.4524748427519028,0.40808774609246024,0.036788603467173074,1.4897285301878662,1.6211616197241796,2.308854647701419,0.8123482375286105,0.03287337971013406,-0.26333097607196876,-0.4479790561517288,-0.45969479183276263,0.13951418225290588,-0.2001831933780207,0.18449098719649873,-0.26333097607196876,-0.4479790561517288,-0.45969479183276263,0.13951418225290588,-0.2001831933780207,0.18449098719649873,-1.0291714821134685,-1.1789740849892187,-1.1481380473796046,-0.06746130155506999,0.07143300633660749,1.4787592836104542,1.6391880464342723,-1.5933682038160957,-1.3142899074048295
GPS.N,-1.046756090154663,-0.793622786498634,-0.9114089982555171,-1.1501443927202943,-0.896893603836644,-1.2319433736201042,-1.2182672395121683,-1.3518171448601366,-1.2451213885042833,1.570924163737203e-16,0.0,7.359405971351459e-17,0.0,0.0,-3.2562739179941535e-18,9.402122669462618e-18,0.0,7.359405971351459e-17,0.0,0.0,-3.2562739179941535e-18,9.402122669462618e-18,4.1320064191634945e-16,0.0,0.0,0.0,-3.831464757888703e-17,0.0,1.1417408438304152e-16,-6.2494835470297e-17,-9.307916120080616e-16
GRBK.N,-0.5428926327525172,0.5331691165144291,-0.021527673023036018,1.1391089230130127,-0.3288868547213557,-0.25345617087759786,1.4053414262658497,0.7191596446391653,0.0050893759697402995,0.542099968943553,-0.5078714031461257,-1.8428569901521723,-0.39388144849000006,0.22617552616822514,0.30971857594348695,-0.7220836079900478,-0.5078714031461257,-1.8428569901521723,-0.39388144849000006,0.22617552616822514,0.30971857594348695,-0.7220836079900478,-1.1293522410126078,-1.282840779686459,-1.3463780422488878,0.5908192334700321,-0.4846039666192335,-1.774655693081946,-0.61272010960864,-0.4114642314550448,1.0807925515693992
GRC.N,-0.9871863217000574,-0.7758034484079348,-0.5041742374637913,-0.539426494599267,-0.8041461316822641,0.3076345534978434,-0.2450788131303256,-0.5058225617288987,0.5400344155252328,-0.8623309544171007,-0.6966099248617579,-0.13082294368816888,-0.3534893420651201,-0.43433987608535235,-0.08317659069395895,0.16639453003944166,-0.6966099248617579,-0.13082294368816888,-0.3534893420651201,-0.43433987608535235,-0.08317659069395895,0.16639453003944166,-0.8513630633283799,-1.37811251976735,-1.3609426188073273,1.4180203678863346,-1.0614451224311894,1.501616917936955,-0.7815041034105908,0.6266480497936764,-1.9675455004244269
GRTX.OQ,-0.7206079555620889,-0.7576772349428748,-0.05772678741442247,-1.095135086657951,4.729163417845539,0.29742324350266053,0.197678874533148,-1.1447393765294755,-0.6813652305817695,-1.3620296750086032,-1.2005514421176187,-0.5487411303689779,-1.5811237673840788,-0.230880358251283,1.9300799857812103,0.540326529488702,-1.2005514421176187,-0.5487411303689779,-1.5811237673840788,-0.230880358251283,1.9300799857812103,0.540326529488702,-0.3883575317555446,0.12294392075578069,0.5031660004617775,-1.424218219422562,4.059068573385497,0.8074402276933086,-0.24972019814635432,0.7516262885257778,0.34183553905819636
GRWG.OQ,0.2458562915262861,-0.7137446123651332,0.03982266700200713,0.429129401215574,-0.5447114241474384,-0.2801973895924794,-0.9960519933890268,-0.7376190194078696,-0.05778285647975001,-0.13514149746546117,0.9636261595549339,-0.6617468585846585,0.1803798617936123,1.4378921553809834,0.1417308001087871,-0.18737622004587862,0.9636261595549339,-0.6617468585846585,0.1803798617936123,1.4378921553809834,0.1417308001087871,-0.18737622004587862,-0.947779676802307,-0.8786633466392422,-0.7144256432968635,-0.9938285330590678,-0.017943334079347978,-0.3907282065200427,-0.6179644423001796,-0.19573926925865867,0.09897929516165581
GS.N,1.0799148878083271,-0.5234653619968589,-0.5517501027429765,2.090322859744864,-0.2327879125642246,-0.7690178003978654,0.06571479168796869,0.10378459221237032,-0.45863083526334514,0.33618311101165144,-0.24124853342000205,-0.6051063456643174,-0.4931944102493556,0.27430063583072317,-0.18386136633938424,0.12279802285789893,-0.24124853342000205,-0.6051063456643174,-0.4931944102493556,0.27430063583072317,-0.18386136633938424,0.12279802285789893,2.355728539301153,2.3888075138854075,1.7235071298913514,1.8604096007524968,-0.9099097551232272,-0.13816348029878797,-0.5729485108191789,-0.25173337451654404,-0.08614799316870432
GSAT.A,-0.7283930387301794,-0.7823787670115022,-0.6832031037788378,-0.6847255372058423,-0.3590121546407045,0.4004414712833124,-0.6216767562130674,-0.7083080822267607,0.25902002301935073,-0.6120581048169634,-1.4291793111132478,-0.5715135456504805,-1.2083600636113159,-1.2157755465905125,0.3056853127881596,-0.599011055262483,-1.4291793111132478,-0.5715135456504805,-1.2083600636113159,-1.2157755465905125,0.3056853127881596,-0.599011055262483,-1.7783811239754772,-0.5371744843848331,-1.8411873693591905,-1.8312747064713046,-0.5306081531151825,-0.6197916886119837,-0.689038552401488,-0.2752506314385768,0.4273846655552187
GSBD.N,-1.046756090154663,-0.793622786498634,-0.9114089982555171,-1.1501443927202943,-0.896893603836644,-1.2319433736201042,-1.2182672395121683,-1.3518171448601366,-1.2451213885042833,1.570924163737203e-16,0.0,7.359405971351459e-17,0.0,0.0,-3.2562739179941535e-18,9.402122669462618e-18,0.0,7.359405971351459e-17,0.0,0.0,-3.2562739179941535e-18,9.402122669462618e-18,4.1320064191634945e-16,0.0,0.0,0.0,-3.831464757888703e-17,0.0,1.1417408438304152e-16,-6.2494835470297e-17,-9.307916120080616e-16
GSHD.OQ,0.980280515628003,-0.78197434982945,0.9163691031713405,0.6139571683395892,-0.3378189364212267,-0.021643072672739527,-1.0621465511084134,-0.8675538296408901,-0.20670584214999607,-1.14562586479326,2.1569451895084732,-0.6936110828552918,1.1286210351412989,2.568355776466621,-0.261518075915145,0.46101961266244273,2.1569451895084732,-0.6936110828552918,1.1286210351412989,2.568355776466621,-0.261518075915145,0.46101961266244273,-1.7746502751107165,-1.3573526305579322,-1.2695139777167317,-2.1303906363191314,-0.40998198931089674,-0.3392699656610466,-1.1197320027317876,-0.4221659473198398,0.12296058511969045
GSIT.OQ,-0.5725844936774213,-0.6347756070299562,-0.3288499084107274,-0.6400559153586841,0.5272785709096878,0.7767873483600757,0.9104798630713778,0.9604843398263218,0.4523482842658512,0.3098796476906934,-0.2738777161125824,-0.503978935304667,0.3357619391878858,-0.24012905761982728,-0.08238662303977173,-0.03593400450066332,-0.2738777161125824,-0.503978935304667,0.3357619391878858,-0.24012905761982728,-0.08238662303977173,-0.03593400450066332,-1.1473026379068798,-0.5347950087118416,-1.6946290471660788,-0.10991203793298492,-0.5979254061151457,1.3391900063734625,-0.3605812289562605,-0.8428321237018328,-1.0888369745543405
GT.OQ,-0.031701612450523595,0.5520225291883595,-0.5112151626072186,-0.13805333059243757,0.635475541143731,0.8316313942535043,0.1794251209974374,0.38630502197227473,1.1108180750947567,1.2770973290217997,-0.29193764361677726,-0.2795400493705486,-0.5688052531448715,0.04656451737767295,-0.41300075877165215,0.319417968698895,-0.29193764361677726,-0.2795400493705486,-0.5688052531448715,0.04656451737767295,-0.41300075877165215,0.319417968698895,0.6667074959904878,0.915369756850313,1.272220898757503,-0.8992185414155172,-2.249070323213039,1.7784036428903613,0.3806772037794545,-0.8213832707226898,-2.446803661533316
GTE.A,-0.40418637439126465,-0.39305727789446115,-0.4278707582087052,-0.19626234640006884,-0.3238959973163748,0.06794167530917007,0.2526410412387206,0.02985039118936445,0.26419968126210974,-0.34616520243075466,-0.36870429911005015,-0.4683528443211527,-0.30633864941481104,-0.1718034670983212,-0.6807501455425639,0.5360287695116995,-0.36870429911005015,-0.4683528443211527,-0.30633864941481104,-0.1718034670983212,-0.6807501455425639,0.5360287695116995,0.36579342737640574,0.16981096613984517,0.3232942449400839,0.8961485917868893,-0.3733883606873202,1.0912260183763236,-1.0306556173874124,0.2762688898535798,-1.509537692825018
GTLS.N,2.9110767764843892,2.6214912979474083,0.5127311506947085,3.4804808254737916,-0.2569463449802495,0.42368368960326996,0.17727573330350818,0.7511997512764385,0.19166121405371664,0.8239456993783673,1.3185406321582556,1.3179022549057084,0.2891352219947445,0.6380968911752548,0.24418792151167498,-0.2427176876533908,1.3185406321582556,1.3179022549057084,0.2891352219947445,0.6380968911752548,0.24418792151167498,-0.2427176876533908,-0.16692490933581955,0.43065268078247726,-1.3797551420862793,0.8917161989964337,-0.4777996126839501,0.9706605180908537,1.3223981278972077,-1.0527308699017623,-0.7451154623723296
GTN.N,0.6617730916003792,-0.17955346645006698,-0.6172203787857454,2.069208358979664,6.507527589364475,0.8086495781711917,-0.28713258966161337,-0.46265673355123565,2.46167504914416,0.43438030901282293,-1.6954835871511207,-0.15619486221537987,-0.6701024501736736,-1.6079966250924427,-1.2363563129455917,1.1955598888778391,-1.6954835871511207,-0.15619486221537987,-0.6701024501736736,-1.6079966250924427,-1.2363563129455917,1.1955598888778391,-0.9166735313104606,-0.6669602086412733,-0.9764253470760443,-0.8749076469170396,-2.6350241876190776,0.8931360332353521,-1.0458609831061554,0.4398482119642639,-1.5223065337472796
GTX.OQ,0.8308047121915849,1.3127149181528837,0.5698917505182999,-0.533369055554983,-0.548855456165222,0.5725714256646244,-0.9445956557117083,-0.9099278000379987,0.09882801604475921,-0.8885084075261912,0.6048123949458346,0.05423331911109645,0.8147778568642191,-0.2962513676475053,-0.26105319219334444,0.4492387900893697,0.6048123949458346,0.05423331911109645,0.8147778568642191,-0.2962513676475053,-0.26105319219334444,0.4492387900893697,0.8629873289577473,1.8912676811423976,-0.28847264935836603,0.7037354043840941,-0.497054342409494,-0.9960948412946191,-0.9531526818525868,0.32856462743483683,0.6891494174424047
GTY.N,-0.1331678346967132,0.03660894887183853,-0.23980888444428242,-0.46460157237629257,0.14282875311553547,0.2237795781081661,-0.7959533909676278,-0.29045761180940977,0.5938280689852778,0.99645160004564,-0.18646008838919934,-0.2283581926351562,-0.09858455544000609,-0.19613083101878617,0.0691241843007596,-0.1555520712546827,-0.18646008838919934,-0.2283581926351562,-0.09858455544000609,-0.19613083101878617,0.0691241843007596,-0.1555520712546827,-0.8650792847395259,-0.8962789777323655,-1.238523193725907,0.3642028872793017,-0.25734999318740176,0.44194050299852,-0.742847775938888,-0.44097798022041473,-0.4282264131996583
GVA.N,2.4408729987270963,3.160968892434988,1.4500719828945696,-0.11192685670839649,-0.05586711077873344,-0.09753370852145188,0.7105128102184626,-0.16027846853187516,-0.26599803409926054,-0.13982139124747273,0.7744796594371307,0.9083374207948263,0.6654939969360705,-0.338419250215307,0.014305042070444246,-0.05637768444898939,0.7744796594371307,0.9083374207948263,0.6654939969360705,-0.338419250215307,0.014305042070444246,-0.05637768444898939,1.2457634643891307,1.1858508846684843,0.5217826563103228,1.7799052568692502,-0.6746467202396385,-1.0579151988701532,-0.00977063714694952,1.6561592643673966,0.6397197096218433
GWRE.N,-1.046756090154663,-0.793622786498634,-0.9114089982555171,-1.1501443927202943,-0.896893603836644,-1.2319433736201042,-1.2182672395121683,-1.3518171448601366,-1.2451213885042833,1.570924163737203e-16,0.0,7.359405971351459e-17,0.0,0.0,-3.2562739179941535e-18,9.402122669462618e-18,0.0,7.359405971351459e-17,0.0,0.0,-3.2562739179941535e-18,9.402122669462618e-18,4.1320064191634945e-16,0.0,0.0,0.0,-3.831464757888703e-17,0.0,1.1417408438304152e-16,-6.2494835470297e-17,-9.307916120080616e-16
GWRS.OQ,0.17347199666574625,-0.5282297892531296,0.15689358406535123,2.411364223233705,-0.37102189795240753,-0.6003966308909152,0.006229251709775788,-0.25678695367500226,-0.2906882153618545,0.44498618401889417,-0.8852346060367378,-0.6805810528795028,-1.5750414470364948,-0.1539232432452727,0.11027338672528299,-0.3673842455815227,-0.8852346060367378,-0.6805810528795028,-1.5750414470364948,-0.1539232432452727,0.11027338672528299,-0.3673842455815227,-1.3026803170284562,-1.102551555904974,-1.2555125016312583,-0.05732333603245446,0.3752570183301397,-1.3362246958303667,-1.1153695677603086,0.531879551968041,1.250041592024805
GXO.N,-1.046756090154663,-0.793622786498634,-0.9114089982555171,-1.1501443927202943,-0.896893603836644,-1.2319433736201042,-1.2182672395121683,-1.3518171448601366,-1.2451213885042833,1.570924163737203e-16,0.0,7.359405971351459e-17,0.0,0.0,-3.2562739179941535e-18,9.402122669462618e-18,0.0,7.359405971351459e-17,0.0,0.0,-3.2562739179941535e-18,9.402122669462618e-18,4.1320064191634945e-16,0.0,0.0,0.0,-3.831464757888703e-17,0.0,1.1417408438304152e-16,-6.2494835470297e-17,-9.307916120080616e-16
H.N,0.21971263373897912,-0.2584697824538163,1.5318922678273035,0.1592772325092615,-0.4424832301360492,0.9071542809765326,0.835887554381139,1.4398956160449303,0.785765528478967,0.14449472027961507,-0.22639533724436245,-0.6741886903896617,0.4283170271299947,-0.37389605691665584,-1.0292687993025806,0.746280098139508,-0.22639533724436245,-0.6741886903896617,0.4283170271299947,-0.37389605691665584,-1.0292687993025806,0.746280098139508,1.0721019592907934,1.440119362936836,1.604493471682772,-0.6597224156254127,-1.138301378984604,1.1716187245001812,0.16490086048776365,-0.44369475396476943,-1.4914492073763952
HA.OQ,-0.0330688514440698,0.22129926336014294,-0.20404689618161265,-0.5172071687721866,0.5653183697221633,0.3795502008930068,-0.24188712328512324,0.632401258831915,0.8992618740262303,0.25910747119184413,-0.30798025558312975,-0.3438423421044116,-0.021531972964594685,-0.24521625272111114,-0.5639634662144168,0.8871437429253732,-0.30798025558312975,-0.3438423421044116,-0.021531972964594685,-0.24521625272111114,-0.5639634662144168,0.8871437429253732,-0.6366544735989212,-0.47746331073624415,-1.2681557435048563,0.6659101137808268,-0.024121515353545387,-0.9884213332843232,-0.3832621104293486,-0.1675799613105715,0.7386648565697288
HAE.N,-0.8032254232655226,-0.7922488235760335,-0.6271421800394811,-0.3398818012190737,0.6785439512019019,0.44653849101553617,-0.6858845111547296,0.21725863326357245,1.0879786082666034,-1.3620296750086032,-0.19898817627817125,-0.5811857141645519,-1.6163039252319067,0.39555430071359227,1.7680255052667788,-2.835647624823836,-0.19898817627817125,-0.5811857141645519,-1.6163039252319067,0.39555430071359227,1.7680255052667788,-2.835647624823836,-0.9312715059119306,-0.6733132560303897,-1.575066662884575,-0.05961820931032663,-1.0176013609345713,0.24960096783949254,-0.7535264878085899,-0.6220568829573128,-0.6506128224937037
HAFC.OQ,-0.3671736541818631,-0.789843874590437,-0.5752951941129514,-0.20964681516459,-0.08361294020807446,-1.0064799702841334,-1.0870342708870075,-0.6552542967404646,-0.8856888532206025,0.7879145471843839,0.20334258281082637,-0.6064100995153688,-0.008139124348945466,0.2816551656851655,0.20611499246910706,0.46730763459371183,0.20334258281082637,-0.6064100995153688,-0.008139124348945466,0.2816551656851655,0.20611499246910706,0.46730763459371183,-0.07312451449581896,-1.2328733526959577,-0.5958713821390377,0.9714452687210777,0.7896866219234051,-1.4712544167678798,-0.6211150725564116,1.104029287060725,1.628130569157068
HAIN.OQ,2.2421491156992137,1.4431735834950226,2.059523856099854,2.5511621528540642,0.14255696246117813,1.5893172501375834,0.2705564255265388,1.5072996320961776,1.119245432816822,0.47497190563082725,-0.0015530969833306015,-0.2457621059364564,0.2085102340542881,-0.26708692166053916,-0.277876853681424,0.13379312089607176,-0.0015530969833306015,-0.2457621059364564,0.2085102340542881,-0.26708692166053916,-0.277876853681424,0.13379312089607176,0.1522077703559683,0.2939738397383336,-0.21905722029495792,0.6513980863096901,-0.5135670769781276,2.191825420716727,0.9757128357160622,-1.314266028180274,-1.9505596081121288
HAL.N,0.060154727898657286,-0.5752356906682201,-0.008506323395518118,0.7778603536468505,1.6090314834104524,1.6032993853987507,0.02037240551071304,0.920424145565611,2.349492974007404,2.424339680102743,-0.5150149687630371,-0.5569486928996867,-0.34838831083913047,-0.2675849266211337,-0.3451105122818361,0.26272675515858335,-0.5150149687630371,-0.5569486928996867,-0.34838831083913047,-0.2675849266211337,-0.3451105122818361,0.26272675515858335,2.503802562032034,2.2080310956851017,2.3950566115729814,1.634774217526146,-3.3887625539397033,2.1440682981111916,0.7952527947177901,-1.2918830125168204,-3.079211783546133
HALL.OQ,0.4020932862717196,-0.7426437696702279,2.0554026354037767,-0.6710219950447381,0.49502357658638463,-0.642869775954178,0.33386371711238205,0.1744728384663512,-0.507785083056353,0.03080711123436077,0.21814235464136547,-0.8765669752783574,2.4638029134746335,-0.47122913327695565,0.06384000896108719,0.22603598747761006,0.21814235464136547,-0.8765669752783574,2.4638029134746335,-0.47122913327695565,0.06384000896108719,0.22603598747761006,-0.956695515467123,-1.3573526305579322,-0.6318148327857573,-1.0747104214866072,1.4024786105974578,-1.0923936191620864,-0.12348774096702372,1.3420220124062348,1.348800289580648
